#gid	GOTERM_BP_FAT	GOTERM_CC_FAT	GOTERM_MF_FAT	INTERPRO	KEGG_PATHWAY
NR4A1	GO:0010941~regulation of cell death;GO:0045944~positive regulation of transcription from RNA polymerase II promoter;GO:0043065~positive regulation of apoptosis;GO:0043067~regulation of programmed cell death;GO:0010942~positive regulation of cell death;GO:0042981~regulation of apoptosis;GO:0043068~positive regulation of programmed cell death	NA	GO:0046983~protein dimerization activity;GO:0003700~transcription factor activity;GO:0042803~protein homodimerization activity;GO:0043565~sequence-specific DNA binding	IPR003070:Orphan nuclear receptor	hsa04010:MAPK signaling pathway
LTBP4	GO:0040008~regulation of growth;GO:0001558~regulation of cell growth	GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0019955~cytokine binding;GO:0032403~protein complex binding;GO:0030246~carbohydrate binding;GO:0005539~glycosaminoglycan binding;GO:0030247~polysaccharide binding;GO:0005178~integrin binding;GO:0001871~pattern binding;GO:0019838~growth factor binding;GO:0005509~calcium ion binding	IPR018097:EGF-like calcium-binding, conserved site;IPR013032:EGF-like region, conserved site;IPR006210:EGF-like;IPR006209:EGF;IPR013091:EGF calcium-binding;IPR001881:EGF-like calcium-binding;IPR000742:EGF-like, type 3	NA
APOB	GO:0010033~response to organic substance;GO:0048514~blood vessel morphogenesis;GO:0048878~chemical homeostasis;GO:0051674~localization of cell;GO:0001944~vasculature development;GO:0034381~lipoprotein particle clearance;GO:0006928~cell motion;GO:0009791~post-embryonic development;GO:0034383~low-density lipoprotein particle clearance;GO:0042592~homeostatic process;GO:0045597~positive regulation of cell differentiation;GO:0051094~positive regulation of developmental process;GO:0001568~blood vessel development;GO:0048870~cell motility	GO:0034358~plasma lipoprotein particle;GO:0031982~vesicle;GO:0031410~cytoplasmic vesicle;GO:0044433~cytoplasmic vesicle part;GO:0031988~membrane-bounded vesicle;GO:0005576~extracellular region;GO:0031983~vesicle lumen;GO:0005615~extracellular space;GO:0005886~plasma membrane;GO:0044421~extracellular region part;GO:0016023~cytoplasmic membrane-bounded vesicle;GO:0032994~protein-lipid complex	GO:0030246~carbohydrate binding;GO:0046983~protein dimerization activity;GO:0005539~glycosaminoglycan binding;GO:0008201~heparin binding;GO:0030247~polysaccharide binding;GO:0001871~pattern binding	NA	NA
PRODH	GO:0008629~induction of apoptosis by intracellular signals;GO:0046394~carboxylic acid biosynthetic process;GO:0016053~organic acid biosynthetic process;GO:0042981~regulation of apoptosis;GO:0043068~positive regulation of programmed cell death;GO:0010941~regulation of cell death;GO:0043067~regulation of programmed cell death;GO:0043065~positive regulation of apoptosis;GO:0010942~positive regulation of cell death	NA	NA	NA	NA
STC1	GO:0006873~cellular ion homeostasis;GO:0055074~calcium ion homeostasis;GO:0006875~cellular metal ion homeostasis;GO:0006874~cellular calcium ion homeostasis;GO:0007584~response to nutrient;GO:0030003~cellular cation homeostasis;GO:0050801~ion homeostasis;GO:0055080~cation homeostasis;GO:0019725~cellular homeostasis;GO:0055082~cellular chemical homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0055065~metal ion homeostasis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0048878~chemical homeostasis;GO:0001501~skeletal system development;GO:0031667~response to nutrient levels;GO:0042592~homeostatic process;GO:0009991~response to extracellular stimulus	GO:0005615~extracellular space;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	NA
CHODL	GO:0007517~muscle organ development	NA	GO:0030246~carbohydrate binding;GO:0005539~glycosaminoglycan binding;GO:0005540~hyaluronic acid binding;GO:0030247~polysaccharide binding;GO:0001871~pattern binding	IPR018378:C-type lectin, conserved site;IPR001304:C-type lectin;IPR016186:C-type lectin-like	NA
FCAR	GO:0006955~immune response	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0005576~extracellular region;GO:0044459~plasma membrane part	GO:0032403~protein complex binding	IPR013783:Immunoglobulin-like fold;IPR003599:Immunoglobulin subtype	NA
BATF3	NA	NA	GO:0046983~protein dimerization activity;GO:0003700~transcription factor activity;GO:0043565~sequence-specific DNA binding	IPR004827:Basic-leucine zipper (bZIP) transcription factor;IPR011616:bZIP transcription factor, bZIP-1;IPR000837:Fos transforming protein	NA
TTYH3	NA	GO:0005886~plasma membrane	GO:0005509~calcium ion binding	NA	NA
MFI2	GO:0050801~ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0019725~cellular homeostasis;GO:0055080~cation homeostasis;GO:0055082~cellular chemical homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0048878~chemical homeostasis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0006879~cellular iron ion homeostasis;GO:0042592~homeostatic process;GO:0006873~cellular ion homeostasis;GO:0055072~iron ion homeostasis;GO:0006826~iron ion transport	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0005576~extracellular region;GO:0044459~plasma membrane part	NA	NA	NA
MIDN	NA	GO:0005730~nucleolus	NA	NA	NA
CDC42EP4	GO:0008360~regulation of cell shape;GO:0031344~regulation of cell projection organization;GO:0031346~positive regulation of cell projection organization;GO:0022604~regulation of cell morphogenesis	NA	NA	NA	NA
SMOC2	NA	GO:0031012~extracellular matrix;GO:0005578~proteinaceous extracellular matrix;GO:0005576~extracellular region;GO:0044421~extracellular region part	GO:0005509~calcium ion binding	NA	NA
DKK3	GO:0009968~negative regulation of signal transduction	GO:0005615~extracellular space;GO:0005576~extracellular region;GO:0044421~extracellular region part	NA	NA	NA
SPHK1	GO:0051270~regulation of cell motion;GO:0040017~positive regulation of locomotion;GO:0030334~regulation of cell migration;GO:0042981~regulation of apoptosis;GO:0051272~positive regulation of cell motion;GO:0051347~positive regulation of transferase activity;GO:0030335~positive regulation of cell migration;GO:0051174~regulation of phosphorus metabolic process;GO:0051338~regulation of transferase activity;GO:0008361~regulation of cell size;GO:0043067~regulation of programmed cell death;GO:0008284~positive regulation of cell proliferation;GO:0051726~regulation of cell cycle;GO:0030307~positive regulation of cell growth;GO:0043066~negative regulation of apoptosis;GO:0032535~regulation of cellular component size;GO:0051240~positive regulation of multicellular organismal process;GO:0060548~negative regulation of cell death;GO:0051094~positive regulation of developmental process;GO:0043069~negative regulation of programmed cell death;GO:0045859~regulation of protein kinase activity;GO:0042325~regulation of phosphorylation;GO:0045765~regulation of angiogenesis;GO:0045793~positive regulation of cell size;GO:0045860~positive regulation of protein kinase activity;GO:0043085~positive regulation of catalytic activity;GO:0048146~positive regulation of fibroblast proliferation;GO:0045787~positive regulation of cell cycle;GO:0045766~positive regulation of angiogenesis;GO:0019220~regulation of phosphate metabolic process;GO:0040012~regulation of locomotion;GO:0010941~regulation of cell death;GO:0040008~regulation of growth;GO:0001558~regulation of cell growth;GO:0044093~positive regulation of molecular function;GO:0043549~regulation of kinase activity;GO:0042127~regulation of cell proliferation;GO:0033674~positive regulation of kinase activity	GO:0005625~soluble fraction	NA	NA	NA
DEFB132	GO:0006952~defense response;GO:0009617~response to bacterium	GO:0005576~extracellular region	NA	NA	NA
OSMR	GO:0008284~positive regulation of cell proliferation;GO:0010033~response to organic substance;GO:0002675~positive regulation of acute inflammatory response;GO:0050727~regulation of inflammatory response;GO:0008283~cell proliferation;GO:0032103~positive regulation of response to external stimulus;GO:0034097~response to cytokine stimulus;GO:0032101~regulation of response to external stimulus;GO:0042127~regulation of cell proliferation	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	GO:0019955~cytokine binding;GO:0019838~growth factor binding	IPR008957:Fibronectin, type III-like fold;IPR003961:Fibronectin, type III	hsa04060:Cytokine-cytokine receptor interaction
XPNPEP2	NA	GO:0005886~plasma membrane	NA	NA	NA
TOP2A	GO:0012501~programmed cell death;GO:0042981~regulation of apoptosis;GO:0043068~positive regulation of programmed cell death;GO:0010941~regulation of cell death;GO:0030262~apoptotic nuclear changes;GO:0008219~cell death;GO:0006915~apoptosis;GO:0016265~death;GO:0043067~regulation of programmed cell death;GO:0043065~positive regulation of apoptosis;GO:0010942~positive regulation of cell death	GO:0005730~nucleolus	GO:0046983~protein dimerization activity;GO:0042803~protein homodimerization activity	NA	NA
SLC2A3	NA	GO:0005886~plasma membrane	NA	NA	NA
CYSLTR2	GO:0006955~immune response	GO:0005886~plasma membrane	NA	NA	NA
EDNRB	GO:0048246~macrophage chemotaxis;GO:0007626~locomotory behavior;GO:0060326~cell chemotaxis;GO:0042981~regulation of apoptosis;GO:0030595~leukocyte chemotaxis;GO:0051174~regulation of phosphorus metabolic process;GO:0006873~cellular ion homeostasis;GO:0043067~regulation of programmed cell death;GO:0006874~cellular calcium ion homeostasis;GO:0050801~ion homeostasis;GO:0030003~cellular cation homeostasis;GO:0019725~cellular homeostasis;GO:0055080~cation homeostasis;GO:0055065~metal ion homeostasis;GO:0055066~di-, tri-valent inorganic cation homeostasis;GO:0043066~negative regulation of apoptosis;GO:0030005~cellular di-, tri-valent inorganic cation homeostasis;GO:0003013~circulatory system process;GO:0042592~homeostatic process;GO:0060548~negative regulation of cell death;GO:0043069~negative regulation of programmed cell death;GO:0050900~leukocyte migration;GO:0042330~taxis;GO:0042325~regulation of phosphorylation;GO:0051674~localization of cell;GO:0006935~chemotaxis;GO:0006928~cell motion;GO:0043085~positive regulation of catalytic activity;GO:0048870~cell motility;GO:0006875~cellular metal ion homeostasis;GO:0055074~calcium ion homeostasis;GO:0008015~blood circulation;GO:0007204~elevation of cytosolic calcium ion concentration;GO:0055082~cellular chemical homeostasis;GO:0048878~chemical homeostasis;GO:0019220~regulation of phosphate metabolic process;GO:0016477~cell migration;GO:0010941~regulation of cell death;GO:0044093~positive regulation of molecular function;GO:0042127~regulation of cell proliferation	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0044459~plasma membrane part	GO:0008528~peptide receptor activity, G-protein coupled;GO:0042277~peptide binding;GO:0001653~peptide receptor activity	NA	NA
GCLM	GO:0042981~regulation of apoptosis;GO:0006873~cellular ion homeostasis;GO:0043085~positive regulation of catalytic activity;GO:0043067~regulation of programmed cell death;GO:0050801~ion homeostasis;GO:0008015~blood circulation;GO:0019725~cellular homeostasis;GO:0055082~cellular chemical homeostasis;GO:0043066~negative regulation of apoptosis;GO:0048878~chemical homeostasis;GO:0010941~regulation of cell death;GO:0042493~response to drug;GO:0003013~circulatory system process;GO:0042592~homeostatic process;GO:0044093~positive regulation of molecular function;GO:0060548~negative regulation of cell death;GO:0043069~negative regulation of programmed cell death	GO:0005625~soluble fraction	GO:0046983~protein dimerization activity	NA	NA
BAG3	GO:0012501~programmed cell death;GO:0043066~negative regulation of apoptosis;GO:0042981~regulation of apoptosis;GO:0010941~regulation of cell death;GO:0008219~cell death;GO:0006915~apoptosis;GO:0016265~death;GO:0043067~regulation of programmed cell death;GO:0060548~negative regulation of cell death;GO:0043069~negative regulation of programmed cell death	NA	NA	NA	NA
CFB	GO:0007584~response to nutrient;GO:0010033~response to organic substance;GO:0002252~immune effector process;GO:0006955~immune response;GO:0009611~response to wounding;GO:0006959~humoral immune response;GO:0031667~response to nutrient levels;GO:0006952~defense response;GO:0002526~acute inflammatory response;GO:0045087~innate immune response;GO:0009991~response to extracellular stimulus;GO:0002684~positive regulation of immune system process;GO:0006954~inflammatory response	GO:0005886~plasma membrane;GO:0005576~extracellular region	NA	IPR000436:Sushi/SCR/CCP;IPR016060:Complement control module	hsa04610:Complement and coagulation cascades
PNP	GO:0008284~positive regulation of cell proliferation;GO:0042493~response to drug;GO:0050865~regulation of cell activation;GO:0050867~positive regulation of cell activation;GO:0045597~positive regulation of cell differentiation;GO:0006955~immune response;GO:0042127~regulation of cell proliferation;GO:0051094~positive regulation of developmental process;GO:0002684~positive regulation of immune system process	NA	GO:0016763~transferase activity, transferring pentosyl groups	NA	hsa00760:Nicotinate and nicotinamide metabolism
UPP1	NA	NA	GO:0016763~transferase activity, transferring pentosyl groups	NA	NA
IL4R	GO:0050865~regulation of cell activation;GO:0045596~negative regulation of cell differentiation;GO:0050867~positive regulation of cell activation;GO:0045597~positive regulation of cell differentiation;GO:0006955~immune response;GO:0051094~positive regulation of developmental process;GO:0002684~positive regulation of immune system process	GO:0005886~plasma membrane;GO:0031226~intrinsic to plasma membrane;GO:0005887~integral to plasma membrane;GO:0005576~extracellular region;GO:0044459~plasma membrane part	GO:0019955~cytokine binding;GO:0019838~growth factor binding	IPR008957:Fibronectin, type III-like fold;IPR003961:Fibronectin, type III	hsa04060:Cytokine-cytokine receptor interaction;hsa04640:Hematopoietic cell lineage
DUSP5	NA	NA	NA	NA	hsa04010:MAPK signaling pathway
DIAPH1	GO:0030036~actin cytoskeleton organization;GO:0030029~actin filament-based process;GO:0007010~cytoskeleton organization;GO:0007015~actin filament organization;GO:0051258~protein polymerization	GO:0005886~plasma membrane;GO:0044459~plasma membrane part	NA	NA	NA
